date_reg,company,vehicle_count
2019-08-02,Bermaz Auto Berhad,44
2019-08-03,Bermaz Auto Berhad,0
2019-08-04,Bermaz Auto Berhad,1
2019-08-05,Bermaz Auto Berhad,34
2019-08-06,Bermaz Auto Berhad,33
2019-08-07,Bermaz Auto Berhad,42
2019-08-08,Bermaz Auto Berhad,77
2019-08-09,Bermaz Auto Berhad,55
2019-08-10,Bermaz Auto Berhad,0
2019-08-11,Bermaz Auto Berhad,0
2019-08-12,Bermaz Auto Berhad,0
2019-08-13,Bermaz Auto Berhad,15
2019-08-14,Bermaz Auto Berhad,39
2019-08-15,Bermaz Auto Berhad,48
2019-08-16,Bermaz Auto Berhad,53
2019-08-17,Bermaz Auto Berhad,1
2019-08-18,Bermaz Auto Berhad,1
2019-08-19,Bermaz Auto Berhad,43
2019-08-20,Bermaz Auto Berhad,38
2019-08-21,Bermaz Auto Berhad,53
2019-08-22,Bermaz Auto Berhad,46
2019-08-23,Bermaz Auto Berhad,59
2019-08-24,Bermaz Auto Berhad,3
2019-08-25,Bermaz Auto Berhad,0
2019-08-26,Bermaz Auto Berhad,40
2019-08-27,Bermaz Auto Berhad,78
2019-08-28,Bermaz Auto Berhad,74
2019-08-29,Bermaz Auto Berhad,77
2019-08-30,Bermaz Auto Berhad,84
2019-08-31,Bermaz Auto Berhad,0
2019-09-01,Bermaz Auto Berhad,0
2019-09-02,Bermaz Auto Berhad,0
2019-09-03,Bermaz Auto Berhad,32
2019-09-04,Bermaz Auto Berhad,19
2019-09-05,Bermaz Auto Berhad,40
2019-09-06,Bermaz Auto Berhad,56
2019-09-07,Bermaz Auto Berhad,2
2019-09-08,Bermaz Auto Berhad,1
2019-09-09,Bermaz Auto Berhad,0
2019-09-10,Bermaz Auto Berhad,33
2019-09-11,Bermaz Auto Berhad,34
2019-09-12,Bermaz Auto Berhad,46
2019-09-13,Bermaz Auto Berhad,20
2019-09-14,Bermaz Auto Berhad,0
2019-09-15,Bermaz Auto Berhad,0
2019-09-16,Bermaz Auto Berhad,0
2019-09-17,Bermaz Auto Berhad,20
2019-09-18,Bermaz Auto Berhad,25
2019-09-19,Bermaz Auto Berhad,31
2019-09-20,Bermaz Auto Berhad,19
2019-09-21,Bermaz Auto Berhad,0
2019-09-22,Bermaz Auto Berhad,0
2019-09-23,Bermaz Auto Berhad,19
2019-09-24,Bermaz Auto Berhad,13
2019-09-25,Bermaz Auto Berhad,27
