date_reg,company,vehicle_count
2019-07-31,Sime Darby Berhad,101
2019-08-01,Sime Darby Berhad,32
2019-08-02,Sime Darby Berhad,42
2019-08-03,Sime Darby Berhad,2
2019-08-04,Sime Darby Berhad,2
2019-08-05,Sime Darby Berhad,41
2019-08-06,Sime Darby Berhad,68
2019-08-07,Sime Darby Berhad,113
2019-08-08,Sime Darby Berhad,170
2019-08-09,Sime Darby Berhad,161
2019-08-10,Sime Darby Berhad,2
2019-08-11,Sime Darby Berhad,0
2019-08-12,Sime Darby Berhad,2
2019-08-13,Sime Darby Berhad,47
2019-08-14,Sime Darby Berhad,99
2019-08-15,Sime Darby Berhad,80
2019-08-16,Sime Darby Berhad,105
2019-08-17,Sime Darby Berhad,2
2019-08-18,Sime Darby Berhad,1
2019-08-19,Sime Darby Berhad,58
2019-08-20,Sime Darby Berhad,70
2019-08-21,Sime Darby Berhad,105
2019-08-22,Sime Darby Berhad,94
2019-08-23,Sime Darby Berhad,114
2019-08-24,Sime Darby Berhad,4
2019-08-25,Sime Darby Berhad,10
2019-08-26,Sime Darby Berhad,111
2019-08-27,Sime Darby Berhad,144
2019-08-28,Sime Darby Berhad,143
2019-08-29,Sime Darby Berhad,154
2019-08-30,Sime Darby Berhad,149
2019-08-31,Sime Darby Berhad,0
2019-09-01,Sime Darby Berhad,17
2019-09-02,Sime Darby Berhad,1
2019-09-03,Sime Darby Berhad,34
2019-09-04,Sime Darby Berhad,49
2019-09-05,Sime Darby Berhad,86
2019-09-06,Sime Darby Berhad,89
2019-09-07,Sime Darby Berhad,6
2019-09-08,Sime Darby Berhad,2
2019-09-09,Sime Darby Berhad,0
2019-09-10,Sime Darby Berhad,45
2019-09-11,Sime Darby Berhad,74
2019-09-12,Sime Darby Berhad,105
2019-09-13,Sime Darby Berhad,74
2019-09-14,Sime Darby Berhad,1
2019-09-15,Sime Darby Berhad,1
2019-09-16,Sime Darby Berhad,0
2019-09-17,Sime Darby Berhad,41
2019-09-18,Sime Darby Berhad,60
2019-09-19,Sime Darby Berhad,73
2019-09-20,Sime Darby Berhad,62
2019-09-21,Sime Darby Berhad,2
2019-09-22,Sime Darby Berhad,2
2019-09-23,Sime Darby Berhad,64
2019-09-24,Sime Darby Berhad,101
2019-09-25,Sime Darby Berhad,93
2019-09-26,Sime Darby Berhad,173
2019-09-27,Sime Darby Berhad,150
2019-09-28,Sime Darby Berhad,25
2019-09-29,Sime Darby Berhad,3
2019-09-30,Sime Darby Berhad,149
2019-10-01,Sime Darby Berhad,34
2019-10-02,Sime Darby Berhad,68
2019-10-03,Sime Darby Berhad,79
2019-10-04,Sime Darby Berhad,131
2019-10-05,Sime Darby Berhad,0
2019-10-06,Sime Darby Berhad,5
2019-10-07,Sime Darby Berhad,98
2019-10-08,Sime Darby Berhad,88
2019-10-09,Sime Darby Berhad,61
2019-10-10,Sime Darby Berhad,50
2019-10-11,Sime Darby Berhad,44
2019-10-12,Sime Darby Berhad,1
2019-10-13,Sime Darby Berhad,2
2019-10-14,Sime Darby Berhad,91
2019-10-15,Sime Darby Berhad,84
2019-10-16,Sime Darby Berhad,72
2019-10-17,Sime Darby Berhad,102
2019-10-18,Sime Darby Berhad,78
2019-10-19,Sime Darby Berhad,2
2019-10-20,Sime Darby Berhad,4
2019-10-21,Sime Darby Berhad,50
2019-10-22,Sime Darby Berhad,61
2019-10-23,Sime Darby Berhad,83
2019-10-24,Sime Darby Berhad,156
2019-10-25,Sime Darby Berhad,118
2019-10-26,Sime Darby Berhad,3
2019-10-27,Sime Darby Berhad,0
2019-10-28,Sime Darby Berhad,8
2019-10-29,Sime Darby Berhad,105
2019-10-30,Sime Darby Berhad,82
2019-10-31,Sime Darby Berhad,148
2019-11-01,Sime Darby Berhad,34
2019-11-02,Sime Darby Berhad,1
2019-11-03,Sime Darby Berhad,1
2019-11-04,Sime Darby Berhad,48
2019-11-05,Sime Darby Berhad,44
2019-11-06,Sime Darby Berhad,76
2019-11-07,Sime Darby Berhad,74
2019-11-08,Sime Darby Berhad,96
2019-11-09,Sime Darby Berhad,0
2019-11-10,Sime Darby Berhad,1
2019-11-11,Sime Darby Berhad,54
2019-11-12,Sime Darby Berhad,77
2019-11-13,Sime Darby Berhad,64
2019-11-14,Sime Darby Berhad,97
2019-11-15,Sime Darby Berhad,118
2019-11-16,Sime Darby Berhad,19
2019-11-17,Sime Darby Berhad,7
2019-11-18,Sime Darby Berhad,85
2019-11-19,Sime Darby Berhad,65
2019-11-20,Sime Darby Berhad,94
2019-11-21,Sime Darby Berhad,99
2019-11-22,Sime Darby Berhad,88
2019-11-23,Sime Darby Berhad,1
2019-11-24,Sime Darby Berhad,4
2019-11-25,Sime Darby Berhad,103
2019-11-26,Sime Darby Berhad,90
2019-11-27,Sime Darby Berhad,161
